author,text,publishedAt
@BBBella2023,"Idc what people say, i think it’s fire and im buying it 🤷‍♀️",2025-09-10T08:27:33Z
@MinecraftWizard233,Could you make a video comparing the iPhone Air and the S25 Edge?🎉,2025-09-10T08:27:18Z
@ctvx,4:14... apple never learns.,2025-09-10T08:27:17Z
@Oneayankhan,most outdated iphones of the year,2025-09-10T08:27:14Z
@AaravCanis,I am such a big Fan!!!,2025-09-10T08:27:14Z
@leaabaigar5974,Some people get crazy about this iPhone 17😂,2025-09-10T08:27:07Z
@Manan_K,"I know its branding but why “AIR”, it already feels so cheap and a budget segment phone. Yuk",2025-09-10T08:27:04Z
@noman8765,Great,2025-09-10T08:27:03Z
@vikashmayrhoo5639,Damn the new iphones are really ugly 😂😂😂😂😂.,2025-09-10T08:27:00Z
@faseerehman7302,iPhone 17 Air looks exactly like Google Huawei nexus 6p,2025-09-10T08:26:57Z
@Real421,design is very bad,2025-09-10T08:26:48Z
@theguitarguy691,Fells like I'm watching an ad tbh,2025-09-10T08:26:43Z
@Raw_history1,How have they made the ugliest lineup of phones such that the base model is the only good option???,2025-09-10T08:26:38Z
@detroi9387,Really iphone see a gap to fill in and that is how thick their iphone from 10 to 15 and 16😂😂😂😂,2025-09-10T08:26:23Z
@kinjiihakari,I'm still happy with my 16 pro max but anyone here knows the game being played on 3:27?,2025-09-10T08:26:07Z
@mjrtensepian1727,Perfect time to upgrade from my 12; the last time the base and pro were so closely aligned.,2025-09-10T08:25:55Z
@LaVidaLocaAek,Lol everyone have review videos from apple store event only😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂,2025-09-10T08:25:53Z
@Omar.MEditz,Its been 4 hours and already 1.1 million views,2025-09-10T08:25:46Z
@ristikdj,Yawn. Seriously.,2025-09-10T08:25:33Z
@DR_GLOV3R,Tempting stuff. But I’m still going to wait for next years line up (currently on a 15),2025-09-10T08:25:23Z
@PredatorSayHi2677,no thanks to iPhone 17 series.. i think i go for Samsung Galaxy Z Fold 7 and is way more better innovation satisfied.,2025-09-10T08:25:13Z
@Giastice,Dual camera is for booster ripping on whatnot...,2025-09-10T08:25:07Z
@luthermthembu9003,It’s gonna be a nightmare repairing the pro,2025-09-10T08:24:44Z
@VictorOlanrewajuAwolola,"2:11  ""Dual recording"" on my Samsung Note 20... Welcome to Samsung, iPhone 😅",2025-09-10T08:24:39Z
@Psychedelic430,"rich youtubers who pay them to tell you the same bullshit every year. Run and buy it because the screen has 14.43% smaller bezels and 18.54% more battery. We'll do it again next year sheep, where the same people will tell you the same bullshit again.",2025-09-10T08:24:38Z
@arnablayek2568,Something is different in the video. There's no background music to it,2025-09-10T08:24:38Z
@detroi9387,No wonder now 17 arrived iphone make sure 16 and 15 tend make it less better in iphone data center 😂😂😂😂,2025-09-10T08:24:27Z
@on.kars5,8:03 the audio breaks are unpleasant and borderline irritating .,2025-09-10T08:24:27Z
@phobos.,0:18 yes....dumb and dumber,2025-09-10T08:24:24Z
@icezicokam2830,How that case dropped into his hands was pure cinema 😍,2025-09-10T08:24:19Z
@afifrahman2737,You're just becoming like paid reviewers ... not a good review and I guess most of the people would agree(excluding the iPhone jerkers😂),2025-09-10T08:24:17Z
@TommysGuitar,"Your Audio Clipping is quite apparent in this video, to the point it's noticable. Great video otherwise",2025-09-10T08:24:15Z
@LileshBorkar,"now iphone supports bluetooth, thats amazing feature",2025-09-10T08:24:02Z
@osama_tariq,"u r on apple's pay roll... 
how much tim cook pay u for these videos???
every year apple make same iphone with minor changes but paid youtuber like u make them viral..
shame on u...",2025-09-10T08:24:01Z
@SanJoseSharky992,"9:18 
Just a quick nerd side note.
Aluminum is lighter than Titanium however these phones are going to be slightly heavier (~7grams) than the 16&15 pros.
Also heavier by like 2grams than the older stainless steel models. 
Probably due to the bigger battery, and camera hardware. 
Aluminum is a better heat conductor but also the weakest of the three materials. However one can argue the stronger materials are overkill on a phone anyways.",2025-09-10T08:23:55Z
@SanJoseSharky992,Talking about the regular pro models btw not the max. The titanium models are the lightest out of all. In the max models the stainless steel were the heaviest by far.,2025-09-10T08:29:02Z
@adurece1237,why are the pauses so loud,2025-09-10T08:23:55Z
@RìNails2025,No black option for the pros hurts 😢,2025-09-10T08:23:32Z
@shifterdude,Is it just me or the audio seems like its pausing at times?,2025-09-10T08:23:29Z
@nnn-pr3vr,"As an iphone 13 mini enjoyer I wonder how it the 6.5"" air will feel to hold vs the 6.3"" Pro",2025-09-10T08:23:15Z
@furesguy,"No music?
It feels so hollow",2025-09-10T08:23:12Z
@kaushalsuvarna5156,Also no Silicon Anode?,2025-09-10T08:23:03Z
@anuragthapa8258,Time to shave your head now,2025-09-10T08:22:44Z
@lima999,Sound of the video sucks :(,2025-09-10T08:22:40Z
@andreirazvan6783,They look so bad,2025-09-10T08:22:39Z
@raysash9107,What's makes a phone truely Beautiful? It is just having a BIG-FAT-Battery💀. I hear you boy,2025-09-10T08:22:38Z
@lalitsahani_AbtS,"Why your review are likes paid, but apple didn't paid anyone to say all positive things ??😢😅",2025-09-10T08:22:32Z
@jonomatictv,Wouldn’t better heat conductivity with the frame also mean external heat sources like the sun can heat up the phone easier?,2025-09-10T08:22:29Z
@smadeelibrahim,8:06 big fat ass 😂,2025-09-10T08:22:19Z
@hanshanserlein576,Who cares about a thin iphone? I want a small version like my 13 mini.,2025-09-10T08:22:16Z
@main8950,We got base iphone 120hz screen before gta6 💀 💀 💀,2025-09-10T08:22:14Z
@michaelslinger3998,90% of adults don't give a sht about the latest phone 😂,2025-09-10T08:22:05Z
@seekpilot,It's not too late to see the light and come to Samsung.,2025-09-10T08:22:04Z
@thisisshashank2367,10:40 that poor woman next to him trying to do her job while Arun is doing his 😅😅,2025-09-10T08:21:52Z
@TomFulpen-p8v,"Im using a Iphone SE (2020) right now & I see 0 reasons why I should get one of these phones? 

€1000 for a god damn phone. 🙄",2025-09-10T08:21:51Z
@Straya-1,"Apple simp, don't like that you have obviously joined the apple nerds and gave in to pathetic software.. the camera setup is purely for insta models and tiktoc garbage! I'll never go back to iPhone, last one was the 7.. now they up to the 17, shit looks the same but worse 😂",2025-09-10T08:21:42Z
@holikdenv,Promoting ALUMINIUM over TITANIUM is  INSAAAANEE !!! Dude wtf,2025-09-10T08:21:32Z
@im4320,"THIS TIME  ""AI""  HYPE gone  ",2025-09-10T08:21:14Z
@UNDERSCOREZERO_0,Drop that battery test my  friend,2025-09-10T08:21:13Z
@pancakes3ful,"Is apple holding his family hostage , glazing apple pretty hard .",2025-09-10T08:21:06Z
@sanjaydeep,Why Is thier no background sound?,2025-09-10T08:20:57Z
@Rand-Rand-Rand,"2:12
I had that on galaxy note 3 😁",2025-09-10T08:20:45Z
@AIPlayGround00,Androidified apple,2025-09-10T08:20:37Z
@ivybator6167,"Thank you for this really interesting and well composed video 👍🏼, you explained so clearly the main new features of each iP17 model . And I must say that all three new iPhone models are extremely attractive to me , from their inner and outer values. I didn’t expect the iPhone Air to look so elegant and it gives me kind of “must have”-vibes 😅. My rational thinking says “go for the iPhone 17, it gives me all I need and even didn’t expect!” BUT the new iPhone 17 Pro looks and seems to me like a Superpower Porsche Racing Car, and depending on the colour you choose, it’s understatement or more a brutal power look - I LOVE it ,maybe this time I go for a Pro model 🥰😁",2025-09-10T08:20:24Z
@dhanaypatil7,"Mrwhosetheboss man you've been my go to tech guy and I never felt any of your vids like ads. But this one did seem like it... idk weird feeling, but overall ig it'sjust cz I've started low key hating the newest apple shenanigans.",2025-09-10T08:20:21Z
@robertwright6067,Everything changed. No. Phones changed. Its not like life as we know it changed. Wierdo,2025-09-10T08:20:20Z
@freako17,The more i watch ur Videos the more it became clear to me that u became Apple lapdog....congrats,2025-09-10T08:20:19Z
@zisou5172,Who's day 😂😂😂😂😂😂 5:34,2025-09-10T08:20:17Z
@waqaranwar4446,Mr boss has become apple's star child.,2025-09-10T08:20:15Z
@janering1609,"Well the air is thin but compare that with an unfolded foldable with telephoto lens camera from andriods, just so normal...the video for front and back cam is on andriod 3 years ago?",2025-09-10T08:20:14Z
@karma1185,Everything’s changed ? on iphone ? hahahahaha that is funny bro,2025-09-10T08:20:11Z
@Krypterium,waaay better entry than the 16,2025-09-10T08:20:05Z
@CinemaSingh4199,I guess My Respect for the Base Model Is slightly Increased.. Might Consider Buying It When the price Cuts down,2025-09-10T08:20:05Z
@ollie7777,Clicked buzzing for my next phone. Left adamant to find this charger and case 😅,2025-09-10T08:20:02Z
@TheBake1986,"I love Apple and it’s a feat of engineering, however I would be interested to know why consumers would go for a phone so thin. I definitely prefer the heft of a normal iPhone, as a consumer there comes a point where a product can be so thin it feels fragile and I would rather not have that worry",2025-09-10T08:20:01Z
@bfjrd,Air should be the pro and made it thicker.. designers really miss that. Just when I like coz it looks like pixel then they do that,2025-09-10T08:19:50Z
@peterreime3146,"for me the best bit is the cool new colour. Hopefully Samsung et al will follow suit and release some more interesting, bolder colours.",2025-09-10T08:19:48Z
@messagekl,I need the name to just stop with the numbers like the Air,2025-09-10T08:19:38Z
@DioBrando-z7p,This feels kinda sponsored,2025-09-10T08:19:34Z
@psibug565,"There was one sneaky bit of information about the iPhone Pro’s new mostly aluminium construction. They said in the presentation that it was forged aluminium, an expensive and dangerous process originally developed in russia for jet fighters. Depending on the alloy of aluminium used they may not be loosing much strength for the thermal improvement.",2025-09-10T08:19:31Z
@ole.Pranjal,Jerry is waiting for new iPhone lineup. It will legendary fight.,2025-09-10T08:19:22Z
@bennett4949,Image we would get the same 120hz display in the iPhone 17e🤯,2025-09-10T08:19:13Z
@HeyImLukey,Apple flexing features that have been on phones for years,2025-09-10T08:19:05Z
@detroit12,how much do you get paid for this review from apple?? 😂,2025-09-10T08:19:04Z
@crok910,Theory: the front-facing square camera sensor + the iPhone Air thinness are setting the stage technically for the foldable or whatever foldable alternative Apple plans to present in 1-2 years. They're stabilizing the tech and testing it in production this way.,2025-09-10T08:18:54Z
@ahmadjawadawan,"pro max is ugly to say the least
but as iphone users always come up with strange arguments, they will definitely find some to upgarde",2025-09-10T08:18:53Z
@aizen4851,It's ugly af.,2025-09-10T08:18:53Z
@saadmemon8431,iPhone air should price at 900 with 2 cameras it would be awesome 🤩,2025-09-10T08:18:45Z
@riteshsinghparihar2549,"0:08 ""shockingly thin new iphone aihh"" wth",2025-09-10T08:18:43Z
@mohitbhanushali8935,Which is that game at 10:24,2025-09-10T08:18:43Z
@blackychan9333,IPhone 17 pro finally looks like a Realme phone. Congratulations,2025-09-10T08:18:40Z
@feedbaakxx,Was gonna say that,2025-09-10T09:32:46Z
@Exemi,Or a Poco Phone,2025-09-10T09:43:29Z
@BeastWael,im upgrading from 11 but not sure if i get 17 or 16pro,2025-09-10T10:23:49Z
@DonQuavious404,@BeastWael tbh i prefer 16 pro design of the cameras,2025-09-10T10:28:42Z
@Tetelicus,@BeastWael 17 pro max if u have the budget,2025-09-10T10:30:04Z
@BeastWael,@Tetelicus a bit overkill and too big,2025-09-10T10:34:13Z
@BeastWael,"@DonQuavious404 same, but 120Hz, a19 chip, etc... vs the iphone 16pro camera, hmm tough choice.",2025-09-10T10:35:08Z
@Mirristal,@BeastWaelit is big but the battery life probably goes crazy,2025-09-10T11:31:14Z
@brunoqueiros2971,@BeastWael 16 pro without a second tought if cheaper,2025-09-10T13:12:12Z
@techtimei6091,👌🏻👌🏻🤣🤣,2025-09-10T14:10:27Z
@Lordhuron_5,Congratulations 🎉 you’ve won an IPhone 17 pro max 🎊👏 in our giveaway!”,2025-09-10T14:13:28Z
@Lordhuron_5,@BeastWael Congratulations 🎉 you’ve won an IPhone 17 pro max 🎊👏 in our giveaway!”,2025-09-10T14:13:36Z
@StuffingSkulltag,"@BeastWaelyou do not need a pro model, and you don’t need to upgrade, get a 13 or 15 if you NEEEEEEED to",2025-09-10T16:58:57Z
@FirdausAlam-c2w,I was also thinking really hard about that.,2025-09-10T17:53:46Z
@haydengivmecoco,"@BeastWael16 pro is a great phone honestly, I’ve had it for the last year and half and I’m still amazed by the camera and the performance.",2025-09-10T18:10:02Z
@STXNCIC,"@Tetelicus I have the budget and I'm sticking with 16 pro. the 17 pro looks ugly, bezels are the same thickness, and it's  aluminium instead of titanium, it's literally a downgrade if you dont care about having a 15% faster CPU and slightly better camera.",2025-09-11T06:46:21Z
@Tetelicus,"​@STXNCICtitanium sucks man, my phone always overheats. Imo if you dont care about money, 17 pro is the way to go, youre not gonna always  look at the back of your camera. Thats just my opinion, all you!",2025-09-11T07:57:19Z
@STXNCIC,"​@Tetelicus do you play video games on your phone or use a phone case? I never use cases, maybe that's why I've never had that problem.

There is no Matte black option with the 17pro, I want titanium black to match my gt63se. Titanium is an awesome material, so sad to see it go.",2025-09-11T08:31:04Z
@DonQuavious404,@BeastWaelikr but both pros got those 120hz. The camera isn’t a big issue tho,2025-09-11T12:45:08Z
@rohithmathew6263,Lol 😂,2025-09-11T18:20:56Z
@Saturn70000,😂,2025-09-12T15:42:42Z
@VXMPIRE1234,@BeastWael go basic 17 tbh,2025-09-16T18:35:46Z
@n057828,Nokia used both cameras 10 year ago but yeah,2025-09-10T08:18:34Z
@mdratul7596,"Samsung galaxy edge. : who want this

I phone air : yes papa 😅 2:46",2025-09-10T08:18:27Z
@fulleng1ish,What's wrong with the sound of the video? 😕,2025-09-10T08:18:18Z
@bingvoorham7262,Is no one going to talk about how smooth he caught that falling case,2025-09-10T08:18:07Z
@RealAmour112-Edits,Everything iphone ads android added years ago💔,2025-09-10T08:18:07Z
@meghrajkumar7775,Whiche game he playing,2025-09-10T08:18:05Z
@Islamic-Naats-n-Video-Channel,10:59 Bro Is Famous Now 😅😂,2025-09-10T08:18:05Z
@tanmaybehera9745,Android users !!! Why are u bothered?? Get out from iphone reviews,2025-09-10T08:17:50Z
@mallupagan,"At last I'm switching into Iphone from Android.... This is it..This is the Iphone I was waiting for years...☺️
Iphone 17 ❤",2025-09-10T08:17:49Z
@Ourolien,we need iphone air bend test,2025-09-10T08:17:43Z
@Danjel5,OMG! It’s like exactly the same but better!!!!!!! How do they think of this! Can’t wait guys!,2025-09-10T08:17:41Z
@evvrsince,is the dynamic island smaller,2025-09-10T08:17:19Z
@JUICYY888,It looks like the Xiaomi phone last year. 😅,2025-09-10T08:17:18Z
@krunalpatel1295,"No matter how big creater you are but still when apple launch iphone 
You had to go there
Why They don't take you seriously",2025-09-10T08:17:14Z
@xrismanessa3993,"Reducing heat 

Cellphone silicon cover and leather left the chat.",2025-09-10T08:16:58Z
@Sevan_UP,Android phones been having 256gb storage as the base for years before Apple did,2025-09-10T08:16:37Z
@z_0968,That iPhone Air would be really impressing... if Huawei hadn't done a triple screen foldable that was has thin.,2025-09-10T08:16:35Z
@on.kars5,"comparing the bezzel size with the older gen having a darker lockscreen and the ""thinner"" one having a lighter lockscreen is shady tactic.",2025-09-10T08:16:24Z
@Deliveringthetruth,"Basically, the standard 17 is the one to go for this year. Unless you’re really into gaming or photography, there’s not much point getting the Pro. The Air looks like it could be a bit of a nightmare with battery life.",2025-09-10T08:16:03Z
@soranonsese6273,Why the audio looks so chopped,2025-09-10T08:15:43Z
@GDawg2K2,Everything you’d expect from a Boeing like finance corp! Instead of leading the world in stock buy backs try leading in R&D! Cook turned out to be everything Jobs hated!,2025-09-10T08:15:41Z
@MarkG998,*It feels luxurious not luxury.,2025-09-10T08:15:30Z
@wyncent1991,"if the air has 2 speaker, i would immediately get it after its available, but too bad it isnt.",2025-09-10T08:15:28Z
@rhysbrown4858,Pretty clever by Apple. These upgrades are well overdue to the base model. Seems they have changed their strategy and will now tempt previous pro users to buy the base version. Clearly they are going all in on selling the base version with the pro versions set as special cases,2025-09-10T08:15:12Z
@krishnarajk7741,Phones back in 2015 had aluminium body 😂,2025-09-10T08:15:05Z
@blazzerex,"Finally you stopped jumping in your videos. Sitting suits you way better. Please never jump again, it was so fucking annoying.",2025-09-10T08:15:02Z
@megapangolin1093,"Surely the most important thing about any phone is the selfie mode.  I don't know why phones have forward facing features, they never get used, surely?",2025-09-10T08:15:00Z
@RealAmour112-Edits,Nah this phone is literally trash,2025-09-10T08:15:00Z
@hthree7857,4:11 that's hilarious. wonder what's apple's next strat.,2025-09-10T08:14:51Z
@rdspam,"“Creates an impression!”. Terrible battery life, only one camera, weak speakers, etc…but…”impression!”. If you”re “that kind of person”…sorry to hear.",2025-09-10T08:14:40Z
@sorin9sammy,"Tehnologia, Tehnologia, i Shit😂😂😂",2025-09-10T08:14:38Z
@vanhoei,I think the plan with the new standard 17 is to get those people who switched from Apple to Android back. A lot of folks have gone to Android in the last few years.,2025-09-10T08:14:35Z
@flord88,"Mrwhosetheboss, apples favourite paid ambassador 😂😴

No one believes your biased waffle when you make it so blatant you're practically sponsored by apple",2025-09-10T08:14:32Z
@earthmos22,So titanium was a gimmick. Apple proved themselves wrong 😂,2025-09-10T08:14:26Z
@iceiceiceification,"Everything's Changed.....Bro do you people even know what ""Change"" means?",2025-09-10T08:14:19Z
@SSStacker,"Why are there so many android users here bashing the iPhone?

Absolutely, by all means, keep clinging to your Android if you enjoy software updates that arrive late (if at all), cameras that look like they were designed by a committee, and a user experience that feels like rummaging through a bargain bin. I’ll just sit here with my iPhone, quietly appreciating a device that actually works as intended.",2025-09-10T08:14:02Z
@Foetoid2k6,I am just floored by that orange pro. I couldnt have asked for anything more,2025-09-10T08:14:01Z
@TheTimebreaker,"i dont understand why anybody would buy an Air, same with samsungs edge
John Average, who doesn't care about specs, will probably not want to pay more money for a phone that lasts shorter.",2025-09-10T08:13:42Z
@penxcilmusic,All they did was changing the design and adding more MP to that telephoto and MRWHOSETHEBOSS sounds like the biggest thing ever happened.,2025-09-10T08:13:42Z
@silvergolddjingga,bro must be getting good pay from apple.,2025-09-10T08:13:36Z
@blittercopper,Sure Jen,2025-09-10T08:13:31Z
@cem1773,"so nothing had changed, and the brand feed me well video",2025-09-10T08:13:29Z
@peacocktelly,I’m just disappointed there’s no pink on the 17 :(,2025-09-10T08:13:26Z
@sideecm,take my money....nah!!!,2025-09-10T08:13:15Z
@goofyaahlexa,tellyphoto camera😂,2025-09-10T08:13:14Z
@fazliddindev,i loove black guys,2025-09-10T08:13:12Z
@ChickensBarbie,Now I want this iphone17,2025-09-10T08:13:12Z
@justchillin8086,"8:00 I see what you did there Arun, you aint slick",2025-09-10T08:12:58Z
@rajivrsingh1207,17 base model is excellent in all aspects,2025-09-10T08:12:58Z
@elitara77,"""This time the iphone 17 are metal everywhere"" - except 85-90% of their back, their whole front... basically almost the same like iphone 16 LOL",2025-09-10T08:12:53Z
@SelfHelpMinimalist,I can’t help it. At first glance the iPhone 17 Air looks cheap and it’s going break. The iPhone 17 is the best model this year imo.,2025-09-10T08:12:45Z
@MithunOnTheNet,Women will buy the 17 Air. Would be curious to see a comparison between the S25 Edge and the 17 Air though.,2025-09-10T08:12:45Z
@hariharan-tz1gq,He might get nearly 100k inr for this promotion.....,2025-09-10T08:12:28Z
@Iramfatima-gl7pm,According to your vid when design released do you shave your head,2025-09-10T08:12:15Z
@ChinkuBoy-f5z,why is the audio weird?,2025-09-10T08:12:11Z
@FahadMuneeb,iPhone Aihhh 😂😂😂 gay,2025-09-10T08:11:57Z
@SotoTheWhut,"another reason aluminum might be better than titanium:
harder doesn't mean stronger, energy requires dissipation, glass is usually the easiest exit so that breaks, making it the only exit makes it sure to break, aluminums lower tensile strength and higher malleability allows for better impact resistance due to energetic allocation, as well as being a unibody for rigidity, means the pros could potentially be the most resilient iPhones",2025-09-10T08:11:54Z
@joshuaroughan3350,the ceramic shield is just a plastic door.,2025-09-10T08:11:50Z
@xBinyWolf,"Meanwhile at apple: ""how are we doing with AI"" ""sir, we should remove the I from AI"" ""ok time to 120hz on the base iPhone too""",2025-09-10T08:11:45Z
@skipsteroo8065,The 17 is also the fattest iPhone,2025-09-10T08:11:41Z
@sorin9sammy,"the same shit every year, but no innovation, nothing new under the sun😂",2025-09-10T08:11:41Z
@legonoob2025,I forgot the iphone 16 came out a was still at the iPhone 15😂,2025-09-10T08:11:40Z
@DevendraSinghChoudhary24,Lmao apple still a decade behind Android 😂,2025-09-10T08:11:39Z
@lozanzana8327,still the same phones with different colors,2025-09-10T08:11:37Z
@JamesBondX007,my iphone 7 still kicks. nothing new. except wallpapers)),2025-09-10T08:11:35Z
@auro1986,there they know how they got their hands on kashmir and rest of country you come from for real apples,2025-09-10T08:11:35Z
@parthagogoi9376,Now pro looking cheap😂😂,2025-09-10T08:11:16Z
@ipraveensharma,Dope review. GOAT speed!! 🎉,2025-09-10T08:11:01Z
@boris2835,1900 for the pro 1T is insane,2025-09-10T08:10:57Z
@ASSIDDEEQ_GM,I am offering $1 each for your old iPhone 15 lineup...Can we talk @mrwhosetheboss 😊,2025-09-10T08:10:55Z
@lorrita69,"Finally, the review I have been waiting for. I love this guy. GOAT Best in the game",2025-09-10T08:10:42Z
@sergeypalkin,"17 pro max:
+zoom х5>х8, +battery capacity (eSIM), +orange color",2025-09-10T08:10:16Z
@sohumahmud,"Thank God for the vapour chamber. 16 pro heats a lot. A LOT> and the worst part, it dims the screen after a few minutes of camera use.",2025-09-10T08:10:14Z
@meharsingh8105,I have an 11 should I upgrade,2025-09-10T08:10:07Z
@unseenHumanT,So its finally catching up with the smart phone standard,2025-09-10T08:10:02Z
@fahimhassan2447,What's wrong with your audio,2025-09-10T08:09:59Z
@waxsta,finally they've moved on from 60 Hz on the iPhone non-pro!!!!!,2025-09-10T08:09:46Z
@phoenix5054,Main camera selfies with the fold is still unbeatable.,2025-09-10T08:09:43Z
@Tony14Stark,"I know what it means to be first. But this audio ain’t it, man.",2025-09-10T08:09:41Z
@FattusCat,"The viewing angles of that Air looked way off, too.",2025-09-10T08:09:28Z
@bashimolowo,Fair point there with that aluminum. Like hey guys we downgraded but it’s good,2025-09-10T08:09:23Z
@Mikekoavideos,I'm looking into a new phone now. I've gotten so used to my Sony Xperia 1 V that I find the Iphone's front facing camera ugly and distracting.  I probably will go back to Sony because I can't find a phone without that distracting front camera.  I also use the camera heavily (i need the interchangeable memory).  Oh well...,2025-09-10T08:09:17Z
@TUNEIT121,I love the 17 Air one,2025-09-10T08:09:07Z
@SidGameReview,the iphone 17 and the iphone air still only support usb 2 speeds......,2025-09-10T08:08:59Z
@gglmk,5:15 Bro is gonna have some explaining to do to Drisha 😭,2025-09-10T08:08:54Z
@RandomGameClips007,I regret getting the 16 😭😂 I needed a new phone tho but damn 🙆🏻‍♂️,2025-09-10T08:08:45Z
@chinmaymehta28,"So should I finally consider upgrading from my 14 pro? The 15 and 16's have been disappointing, But looking at this, this seems to finally be an upgrade in the real sense",2025-09-10T08:08:42Z
@seto8,S26 pro has to step up. That 17 base could be the all around phone (only costs one kidney) we've been looking for.,2025-09-10T08:08:32Z
@speeder172,"When Apple is copying Pixel's design, you know that they are struggling to sell their phones.",2025-09-10T08:08:25Z
@tonybeayno,I'm definitely getting the orange Pro.,2025-09-10T08:08:22Z
@YGOrica,"Wow you dont have to turn around your phone anymore for horizontal selfies… what an improvement…. I have a iphone 16 pro max and i never thought my phone is too thick… also yeah the 2 times ceramic display coating is nice but, does not everyone put a display protecor on the screen? And i dont even want to start about how ugly the pros look now…",2025-09-10T08:08:08Z
@mshabanali1684,Anybody Name of the Games he is playing at 10:15,2025-09-10T08:08:03Z
@sameerabdullah6519,Mi 11 ultra,2025-09-10T08:07:57Z
@Cannon4Ever,Currently own a 15 Pro and moving to the Samsung Galaxy Flip 7!!  Bu bye Apple!,2025-09-10T08:07:53Z
@s4yto,so nothing changed got it.,2025-09-10T08:07:39Z
@TripDrip-j7c,I pray I get this one day 🙏😊,2025-09-10T08:07:37Z
@jjviper7136,"They look identical and your splitting hairs saying how much it's improved visually. The air looks like an ipod touch, and looks very easy to scratch the camera due to the weird shape of it. Pro is just a fatter air. What's the new thing that everything's changed? Metal instead of glass and couple more megapixels on either camera. Slap in a few more gigs of memory and it's Revolutionary! LOL not really Hope all you Apple guys buy every single new phone every year because it's been the same for a few years.",2025-09-10T08:07:33Z
@cjackson3400,"How much did Apple pay you for this review? Also, what's up with the Yoga pose?",2025-09-10T08:07:32Z
@Surya-m1c4i,iphone 17 Air looks luxurious and looks pixel. It's interesting it's not mentioned,2025-09-10T08:07:22Z
@Michael.Chapman,"I'm unsure about those appearance and material changes on the 17 PMx... it must be hard, and risky, to improve on excellence. So, knowing what was coming, I opted instead for the familiar--a 16 PMx. I asked the young Apple Store expert: ""Why do you think I'm buying this when the 17 is a week away?"" No hesitation--she just said: ""Because the 17 PMx is ugly...""",2025-09-10T08:07:03Z
@MikeeeeC,The air looks like google now 😂,2025-09-10T08:06:52Z
@LMmm-l6w,might have to cop the iPhone 17 can't lie,2025-09-10T08:06:50Z
@kerolokerokerolo,"Look mom, an apple ad",2025-09-10T08:06:42Z
@mdsakibulhasan4662,"Why you don't cover other things like processor performance or gaming performance??  
You only focus on camera*",2025-09-10T08:06:39Z
@prasant427,It feels Chinese,2025-09-10T08:06:32Z
@Ph3nomen0N,"They nailed it out of the park with the standard 17 phone!! I hope people realize they don't need a pro anymore. The Air is more interesting, depending on what compromises you are willing to take, it's a stunning thin and light design.",2025-09-10T08:06:30Z
@Real_SlimJim,"Seems like Apple have actually made an effort, someone might think they are afraid of a certain search giants offerings 😅",2025-09-10T08:06:29Z
@imadgrim,Fanboy review 😂😂😂😂,2025-09-10T08:06:23Z
@kaypranksgh4288,What game were you playing on the pro max,2025-09-10T08:06:23Z
@kerolokerokerolo,"Who asked for iphone air? 
Utterly unnecessary, all cons no pros.
You sold out arun",2025-09-10T08:06:16Z
@ramanathannachiappan1164,What’s that game played in iPhone pro ?,2025-09-10T08:06:16Z
@senpaiobiwan,"For the first time in 10 years, I might consider buying an iPhone (17). What a huge upgrade",2025-09-10T08:06:16Z
@claudiubita8435,"Aluminium on pro models?  Seriously? And the pro model is so ugly. The air is too expensive for one camera, and the battery will be weak for sure. This is the end of an era for iPhones!",2025-09-10T08:06:15Z
@Aditya_3_1,"The iPhone Air is niche product , its a premium experience product who needs form and aesthetics over function, that sums up Steve quote in Tim mentioned in the beginning.",2025-09-10T08:06:06Z
@electric-up2tr,I’ll say it now. This will be the last time Apple has an iPhone called the iPhone with a number after it. I think they’ll go away with a normal iPhone and you’ll have the iPhone air replacing the standard iPhones and you’ll have an iPhone Pro so 2 models like with iPad and MacBook.,2025-09-10T08:06:05Z
@MrSafeGotYou,"Can't wait for Jerry to bend the Air and go like ""Good job Apple, you COOKED""! ❤",2025-09-10T08:05:55Z
@KamaPaisley,"Ok so what happened is I think they’re worried people are learning about Congo and swearing they’re not gonna buy the new iPhone, so they needed to make the base version more appealing to make sure the Congolese genocide doesn’t stop them getting that coin.",2025-09-10T08:05:36Z
@iliyavenelinov4252,Maybe it’s time to change the mind. Samsung is looking around😂,2025-09-10T08:05:32Z
@princevegeta7044,Bruh these companies are just making same phone every year innovation is dead i guess,2025-09-10T08:05:31Z
@rohanz101,I guess if they keep the iPhone Air its going to be the future of smartphones which may be a bad thing.,2025-09-10T08:05:30Z
@dannysairpids,Apple is going to sell sooo many of the base 17 models. They definitely knew what they were doing with those upgrades,2025-09-10T08:05:28Z
@srikanthr5446,You should fire your editor who edited the audio bro. Weird blanks in between is literally annoying,2025-09-10T08:05:21Z
@enricoblanc,Omg it's so ugly,2025-09-10T08:05:20Z
@Lukcv88,"From an average consumer perspective (still using iPhone 13), one speaker less and ultrawide camera doesn't make big difference to me. Im always using airplay to play my music to Sonos speakers or airpods.. Never heavily depended on integrated speakers...  Ultrawide is great option but in my experience, i use it maybe 10% in all my photos taking... I just need first ""bend test"" video of iPhone Air, to see that it will not break when I sit on it. :D",2025-09-10T08:05:19Z
@Mumung21,10:15 whats the name of the game?,2025-09-10T08:05:17Z
